date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-01-18 00:00:00+05:30,11007.2800,1270.2800,9737.0000,8806.4500,10000.0000,0.0000,930.5500,76.7300,1007.2800,11007.2800,0.0000,0.0000,-35.0000,0.8800,0.8800,9737.0000,9737.0000,9737.0000,0.0000,1,0,-0.0032,0.1007,0.2557,-0.0032,,,10271.3017,-0.0107,,
2022-01-19 00:00:00+05:30,10953.2100,20971.2600,-10018.0500,-9853.1800,10000.0000,0.0000,-164.8700,1118.0800,953.2100,10953.2100,0.0000,0.0000,-54.0700,0.9100,-0.9100,10018.0500,-10018.0500,0.0000,10018.0500,0,1,-0.0049,0.0953,0.2466,-0.0081,,,10173.5718,-0.0095,,
2022-01-20 00:00:00+05:30,10961.2600,20971.2600,-10010.0000,-9853.1800,10000.0000,0.0000,-156.8200,1118.0800,961.2600,10961.2600,0.0000,0.0000,8.0500,0.9100,-0.9100,10010.0000,-10010.0000,0.0000,10010.0000,0,1,0.0007,0.0961,0.2376,-0.0073,,,10083.6955,-0.0088,,
2022-01-21 00:00:00+05:30,11045.2600,20971.2600,-9926.0000,-9853.1800,10000.0000,0.0000,-72.8200,1118.0800,1045.2600,11045.2600,0.0000,0.0000,84.0000,0.9000,-0.9000,9926.0000,-9926.0000,0.0000,9926.0000,0,1,0.0077,0.1045,0.2317,0.0000,,,10008.5623,-0.0075,,
2022-01-24 00:00:00+05:30,11487.6600,20971.2600,-9483.6000,-9853.1800,10000.0000,0.0000,369.5800,1118.0800,1487.6600,11487.6600,0.0000,0.0000,442.4000,0.8300,-0.8300,9483.6000,-9483.6000,0.0000,9483.6000,0,1,0.0401,0.1488,0.2751,0.0000,,,9703.4933,-0.0305,,
2022-01-25 00:00:00+05:30,10996.2600,20971.2600,-9975.0000,-9853.1800,10000.0000,0.0000,-121.8200,1118.0800,996.2600,10996.2600,0.0000,0.0000,-491.4000,0.9100,-0.9100,9975.0000,-9975.0000,0.0000,9975.0000,0,1,-0.0428,0.0996,0.3137,-0.0428,,,9791.2999,0.0090,,
2022-01-27 00:00:00+05:30,11247.2200,1277.8200,9969.4000,9846.7200,10000.0000,0.0000,122.6800,1124.5400,1247.2200,11247.2200,0.0000,0.0000,250.9600,0.8900,0.8900,9969.4000,9969.4000,9969.4000,0.0000,1,0,0.0228,0.1247,0.3166,-0.0209,,,9724.3888,-0.0068,,
2022-01-28 00:00:00+05:30,11225.8700,1277.8200,9948.0500,9846.7200,10000.0000,0.0000,101.3300,1124.5400,1225.8700,11225.8700,0.0000,0.0000,-21.3500,0.8900,0.8900,9948.0500,9948.0500,9948.0500,0.0000,1,0,-0.0019,0.1226,0.3082,-0.0228,,,9700.0343,-0.0025,,
2022-01-31 00:00:00+05:30,11392.8200,1277.8200,10115.0000,9846.7200,10000.0000,0.0000,268.2800,1124.5400,1392.8200,11392.8200,0.0000,0.0000,166.9500,0.8900,0.8900,10115.0000,10115.0000,10115.0000,0.0000,1,0,0.0149,0.1393,0.3050,-0.0083,,,9831.5599,0.0136,,
2022-02-01 00:00:00+05:30,11322.8200,1277.8200,10045.0000,9846.7200,10000.0000,0.0000,198.2800,1124.5400,1322.8200,11322.8200,0.0000,0.0000,-70.0000,0.8900,0.8900,10045.0000,10045.0000,10045.0000,0.0000,1,0,-0.0061,0.1323,0.2984,-0.0143,,,9982.5918,0.0154,,
2022-02-02 00:00:00+05:30,11250.7200,1277.8200,9972.9000,9846.7200,10000.0000,0.0000,126.1800,1124.5400,1250.7200,11250.7200,0.0000,0.0000,-72.1000,0.8900,0.8900,9972.9000,9972.9000,9972.9000,0.0000,1,0,-0.0064,0.1251,0.2923,-0.0206,,,10088.6005,0.0106,,
2022-02-03 00:00:00+05:30,11168.8200,1277.8200,9891.0000,9846.7200,10000.0000,0.0000,44.2800,1124.5400,1168.8200,11168.8200,0.0000,0.0000,-81.9000,0.8900,0.8900,9891.0000,9891.0000,9891.0000,0.0000,1,0,-0.0073,0.1169,0.2869,-0.0278,,,9934.7334,-0.0153,,
2022-02-04 00:00:00+05:30,11070.8200,1277.8200,9793.0000,9846.7200,10000.0000,0.0000,-53.7200,1124.5400,1070.8200,11070.8200,0.0000,0.0000,-98.0000,0.8800,0.8800,9793.0000,9793.0000,9793.0000,0.0000,1,0,-0.0088,0.1071,0.2823,-0.0363,,,9924.9519,-0.0010,,
